Ticket_ID,Original_Text,Category,Cluster_Label,x,y
TKT-79397,верните старый дизайн (Ticket #3255),Product,Feature Requests,6.2646,-3.886
TKT-51207,документация устарела (Ticket #7521),Engineering,API Support,-7.1688,-4.4486
TKT-42717,данные не сохранились (Ticket #5566),Engineering,Technical Bugs,0.1033,-6.2335
TKT-34385,добавьте темную тему (Ticket #1424),Product,Feature Requests,7.9267,-4.883
TKT-60723,сделайте кнопку больше (Ticket #9482),Product,Feature Requests,7.7834,-0.1683
TKT-44311,верните старый дизайн (Ticket #2929),Product,Feature Requests,5.3552,-5.2449
TKT-38124,белый экран (Ticket #8311),Engineering,Technical Bugs,0.1359,-8.7259
TKT-74382,верните старый дизайн (Ticket #5678),Product,Feature Requests,8.4351,-2.3579
TKT-27790,превышен лимит запросов (Ticket #3009),Engineering,API Support,-4.7404,-6.6567
TKT-32630,где мой счет? (Ticket #8406),Finance,Billing & Payments,-4.4183,4.9844
TKT-99381,сделайте кнопку больше (Ticket #2438),Product,Feature Requests,8.4561,-5.3423
TKT-18511,документация устарела (Ticket #6692),Engineering,API Support,-6.3187,-4.4199
TKT-48058,не приходит смс с кодом (Ticket #9882),Account,Login Issues,4.4883,5.1076
TKT-93584,документация устарела (Ticket #3580),Engineering,API Support,-5.0618,-4.3188
TKT-76683,превышен лимит запросов (Ticket #6922),Engineering,API Support,-3.525,-6.281
TKT-36342,кнопка не нажимается (Ticket #2988),Engineering,Technical Bugs,0.2298,-6.7105
TKT-74752,сброс пароля не работает (Ticket #4878),Account,Login Issues,5.3181,4.946
TKT-82616,токен не валиден (Ticket #6912),Engineering,API Support,-7.107,-3.5915
TKT-71263,верните старый дизайн (Ticket #7044),Product,Feature Requests,7.7754,-2.8171
TKT-90209,ошибка 500 (Ticket #3126),Engineering,Technical Bugs,-0.7241,-6.6675
TKT-50539,добавьте темную тему (Ticket #2077),Product,Feature Requests,8.6956,-3.609
TKT-78903,webhook не приходит (Ticket #8842),Engineering,API Support,-5.4195,-5.2825
TKT-85353,медленно грузится (Ticket #7708),Engineering,Technical Bugs,0.3321,-6.1214
TKT-51553,не могу войти (Ticket #3053),Account,Login Issues,4.8906,2.3119
TKT-68979,данные не сохранились (Ticket #2215),Engineering,Technical Bugs,0.0837,-5.7496
TKT-55156,webhook не приходит (Ticket #9476),Engineering,API Support,-6.718,-3.0307
TKT-26912,оплата не проходит (Ticket #3981),Finance,Billing & Payments,-5.7953,3.5644
TKT-17263,почему списали дважды? (Ticket #9238),Finance,Billing & Payments,-6.3706,8.4179
TKT-30056,не могу войти (Ticket #9488),Account,Login Issues,4.8764,6.4702
TKT-31229,белый экран (Ticket #3697),Engineering,Technical Bugs,-1.0844,-6.6108
TKT-55353,верните деньги (Ticket #4694),Finance,Billing & Payments,-3.5664,4.6543
TKT-20336,верните старый дизайн (Ticket #5653),Product,Feature Requests,6.8922,-3.3954
TKT-93238,нужна интеграция с 1С (Ticket #4216),Product,Feature Requests,8.704,-4.5699
TKT-26406,ошибка 500 (Ticket #5496),Engineering,Technical Bugs,0.1517,-4.6733
TKT-22245,документация устарела (Ticket #9740),Engineering,API Support,-5.3833,-4.7845
TKT-87569,верните старый дизайн (Ticket #3762),Product,Feature Requests,8.8201,-4.713
TKT-32439,верните старый дизайн (Ticket #3526),Product,Feature Requests,6.5455,-2.9989
TKT-83874,двухфакторка сломалась (Ticket #6531),Account,Login Issues,4.5448,3.6336
TKT-20646,добавьте темную тему (Ticket #1464),Product,Feature Requests,6.8578,-4.3643
TKT-95344,приложение вылетает (Ticket #5336),Engineering,Technical Bugs,-0.6424,-7.1086
TKT-91016,оплата не проходит (Ticket #7825),Finance,Billing & Payments,-4.351,7.0617
TKT-92203,добавьте темную тему (Ticket #9159),Product,Feature Requests,6.8775,-2.6968
TKT-94136,не приходит смс с кодом (Ticket #5745),Account,Login Issues,5.7913,4.5362
TKT-42096,документация устарела (Ticket #8912),Engineering,API Support,-7.0928,-4.8898
TKT-48985,двухфакторка сломалась (Ticket #7653),Account,Login Issues,4.9767,4.6362
TKT-17852,ошибка 403 при входе (Ticket #2195),Account,Login Issues,5.8945,3.9369
TKT-64476,сброс пароля не работает (Ticket #8202),Account,Login Issues,5.514,6.079
TKT-36741,ошибка 403 при входе (Ticket #8609),Account,Login Issues,6.4864,5.1377
TKT-50970,нужна интеграция с 1С (Ticket #3353),Product,Feature Requests,8.0841,-2.6057
TKT-62260,документация устарела (Ticket #6658),Engineering,API Support,-6.9698,-5.8586
TKT-77499,хочу экспорт в PDF (Ticket #7070),Product,Feature Requests,8.3182,-3.2297
TKT-51827,не приходит смс с кодом (Ticket #2739),Account,Login Issues,3.6555,4.8681
TKT-26059,кнопка не нажимается (Ticket #8642),Engineering,Technical Bugs,-0.1649,-5.8566
TKT-42495,документация устарела (Ticket #8366),Engineering,API Support,-4.5338,-2.9005
TKT-16632,превышен лимит запросов (Ticket #2586),Engineering,API Support,-4.3181,-3.6691
TKT-90658,нужна интеграция с 1С (Ticket #7293),Product,Feature Requests,7.7047,-5.0119
TKT-30932,webhook не приходит (Ticket #5067),Engineering,API Support,-6.2492,-7.1
TKT-34881,забыл логин (Ticket #6123),Account,Login Issues,7.7491,5.1285
TKT-77466,сброс пароля не работает (Ticket #9163),Account,Login Issues,5.9679,5.2473
TKT-50441,медленно грузится (Ticket #9171),Engineering,Technical Bugs,-0.2642,-9.4814
TKT-21802,медленно грузится (Ticket #1379),Engineering,Technical Bugs,-1.5455,-10.1577
TKT-69930,ошибка 403 при входе (Ticket #9281),Account,Login Issues,4.7541,5.0082
TKT-86460,сброс пароля не работает (Ticket #4524),Account,Login Issues,4.6289,4.0974
TKT-16624,документация устарела (Ticket #1797),Engineering,API Support,-7.7409,-5.3801
TKT-88317,верните деньги (Ticket #9108),Finance,Billing & Payments,-4.5472,5.7834
TKT-47453,двухфакторка сломалась (Ticket #8710),Account,Login Issues,4.3031,6.0245
TKT-24089,не приходит смс с кодом (Ticket #1133),Account,Login Issues,4.6171,4.0448
TKT-44664,ошибка 403 при входе (Ticket #3194),Account,Login Issues,4.9231,4.2917
TKT-57964,документация устарела (Ticket #7606),Engineering,API Support,-7.6532,-7.2296
TKT-16705,добавьте темную тему (Ticket #7563),Product,Feature Requests,8.4126,-3.0773
TKT-57516,ошибка в json ответе (Ticket #4189),Engineering,API Support,-7.8974,-3.926
TKT-19637,ошибка в json ответе (Ticket #5728),Engineering,API Support,-5.1746,-4.4964
TKT-69028,webhook не приходит (Ticket #9261),Engineering,API Support,-6.4524,-4.3091
TKT-91689,верните старый дизайн (Ticket #5582),Product,Feature Requests,7.0012,-6.651
TKT-26864,обновить данные карты (Ticket #2946),Finance,Billing & Payments,-4.7679,5.0177
TKT-58915,добавьте темную тему (Ticket #7453),Product,Feature Requests,7.7537,-2.9705
TKT-28909,белый экран (Ticket #6990),Engineering,Technical Bugs,0.6143,-7.202
TKT-62610,превышен лимит запросов (Ticket #9341),Engineering,API Support,-7.3085,-3.3069
TKT-15938,ошибка 500 (Ticket #1659),Engineering,Technical Bugs,0.0667,-3.9438
TKT-53652,приложение вылетает (Ticket #3245),Engineering,Technical Bugs,0.2481,-6.0893
TKT-69898,сделайте кнопку больше (Ticket #9508),Product,Feature Requests,8.542,-5.2899
TKT-28321,превышен лимит запросов (Ticket #9446),Engineering,API Support,-7.3725,-4.8697
TKT-31299,забыл логин (Ticket #6218),Account,Login Issues,5.3803,7.2811
TKT-87820,медленно грузится (Ticket #5902),Engineering,Technical Bugs,3.2137,-7.5828
TKT-76809,верните деньги (Ticket #9311),Finance,Billing & Payments,-5.2096,4.218
TKT-83783,не приходит смс с кодом (Ticket #9025),Account,Login Issues,4.7977,4.2228
TKT-12180,белый экран (Ticket #8780),Engineering,Technical Bugs,2.2083,-7.8946
TKT-98317,забыл логин (Ticket #6427),Account,Login Issues,6.2007,4.1953
TKT-86507,добавьте темную тему (Ticket #7824),Product,Feature Requests,7.3257,-5.5943
TKT-88238,белый экран (Ticket #1436),Engineering,Technical Bugs,-2.1832,-7.8318
TKT-95929,почему списали дважды? (Ticket #5350),Finance,Billing & Payments,-5.3269,5.9101
TKT-16731,верните старый дизайн (Ticket #4728),Product,Feature Requests,6.8159,-2.2216
TKT-32349,верните старый дизайн (Ticket #8871),Product,Feature Requests,6.6732,-4.2579
TKT-29369,не приходит смс с кодом (Ticket #7229),Account,Login Issues,3.8427,4.4838
TKT-85047,превышен лимит запросов (Ticket #1517),Engineering,API Support,-8.8194,-4.5986
TKT-35006,данные не сохранились (Ticket #2800),Engineering,Technical Bugs,-0.6746,-7.2511
TKT-51116,приложение вылетает (Ticket #8225),Engineering,Technical Bugs,1.3324,-8.4201
TKT-64127,webhook не приходит (Ticket #3481),Engineering,API Support,-4.5335,-4.8666
TKT-75774,хочу экспорт в PDF (Ticket #7723),Product,Feature Requests,6.8742,-3.8298
TKT-18163,не приходит смс с кодом (Ticket #8726),Account,Login Issues,4.9448,3.624
TKT-77984,данные не сохранились (Ticket #3262),Engineering,Technical Bugs,-1.3377,-6.8828
TKT-96799,оплата не проходит (Ticket #6325),Finance,Billing & Payments,-6.3178,5.5658
TKT-59391,почему списали дважды? (Ticket #9609),Finance,Billing & Payments,-6.0058,5.4677
TKT-70249,документация устарела (Ticket #3837),Engineering,API Support,-5.3269,-5.3546
TKT-81601,ошибка в json ответе (Ticket #6608),Engineering,API Support,-7.6845,-6.7438
TKT-89963,белый экран (Ticket #5331),Engineering,Technical Bugs,0.2875,-5.9153
TKT-42311,сделайте кнопку больше (Ticket #4150),Product,Feature Requests,6.9655,-3.886
TKT-39473,белый экран (Ticket #5890),Engineering,Technical Bugs,-0.1288,-6.4627
TKT-37168,документация устарела (Ticket #5735),Engineering,API Support,-6.022,-4.5233
TKT-72888,webhook не приходит (Ticket #6194),Engineering,API Support,-4.1126,-4.6995
TKT-47721,белый экран (Ticket #5480),Engineering,Technical Bugs,-0.5199,-5.7761
TKT-59767,где мой счет? (Ticket #9899),Finance,Billing & Payments,-5.9453,5.255
TKT-29198,ошибка 403 при входе (Ticket #6654),Account,Login Issues,7.44,5.1024
TKT-47700,документация устарела (Ticket #1689),Engineering,API Support,-5.9267,-4.4073
TKT-55398,данные не сохранились (Ticket #2294),Engineering,Technical Bugs,0.3519,-8.4196
TKT-72793,webhook не приходит (Ticket #5201),Engineering,API Support,-3.5111,-6.1033
TKT-80592,кнопка не нажимается (Ticket #4310),Engineering,Technical Bugs,0.7573,-7.7849
TKT-27992,белый экран (Ticket #5450),Engineering,Technical Bugs,0.3502,-5.9206
TKT-41779,не могу войти (Ticket #4920),Account,Login Issues,4.7722,6.7281
TKT-39579,токен не валиден (Ticket #9700),Engineering,API Support,-5.8983,-5.1016
TKT-23133,превышен лимит запросов (Ticket #1860),Engineering,API Support,-7.8294,-4.7109
TKT-71918,медленно грузится (Ticket #6411),Engineering,Technical Bugs,0.3045,-6.4388
TKT-10679,токен не валиден (Ticket #3252),Engineering,API Support,-6.6545,-5.0588
TKT-63334,ошибка 500 (Ticket #3587),Engineering,Technical Bugs,-0.8142,-6.9092
TKT-95267,сделайте кнопку больше (Ticket #8822),Product,Feature Requests,7.3717,-4.0448
TKT-52096,сброс пароля не работает (Ticket #5706),Account,Login Issues,5.0225,5.7845
TKT-21725,нужна интеграция с 1С (Ticket #1969),Product,Feature Requests,9.3513,-4.0617
TKT-80143,обновить данные карты (Ticket #4804),Finance,Billing & Payments,-1.0944,4.5066
TKT-32946,данные не сохранились (Ticket #1611),Engineering,Technical Bugs,-2.5628,-3.2347
TKT-14763,почему списали дважды? (Ticket #3880),Finance,Billing & Payments,-4.3563,6.3683
TKT-34420,медленно грузится (Ticket #9116),Engineering,Technical Bugs,1.4327,-7.4043
TKT-11214,нужна интеграция с 1С (Ticket #1613),Product,Feature Requests,7.872,-2.3315
TKT-53914,забыл логин (Ticket #2758),Account,Login Issues,3.3384,6.1557
TKT-94058,белый экран (Ticket #8444),Engineering,Technical Bugs,-1.3227,-8.0199
TKT-74738,ошибка в json ответе (Ticket #9590),Engineering,API Support,-3.2001,-4.7693
TKT-71344,оплата не проходит (Ticket #9261),Finance,Billing & Payments,-2.6515,5.7103
TKT-24764,белый экран (Ticket #4159),Engineering,Technical Bugs,0.0948,-5.7045
TKT-70150,документация устарела (Ticket #3662),Engineering,API Support,-4.6255,-5.6379
TKT-34405,данные не сохранились (Ticket #5215),Engineering,Technical Bugs,1.1438,-6.3843
TKT-48669,приложение вылетает (Ticket #6523),Engineering,Technical Bugs,0.8701,-6.3806
TKT-33002,не приходит смс с кодом (Ticket #4164),Account,Login Issues,5.2167,5.1743
TKT-66059,ошибка 500 (Ticket #7643),Engineering,Technical Bugs,-0.9205,-6.7458
TKT-21368,не приходит смс с кодом (Ticket #6372),Account,Login Issues,3.8482,6.1701
TKT-34219,сделайте кнопку больше (Ticket #2562),Product,Feature Requests,7.1898,-4.1734
TKT-52415,кнопка не нажимается (Ticket #8822),Engineering,Technical Bugs,2.5313,-6.0585
TKT-44181,превышен лимит запросов (Ticket #1111),Engineering,API Support,-5.9638,-4.2697
TKT-68554,почему списали дважды? (Ticket #4858),Finance,Billing & Payments,-4.9986,5.0195
TKT-49576,верните деньги (Ticket #6400),Finance,Billing & Payments,-5.1637,4.0586
TKT-44282,нужен акт сверки (Ticket #1187),Finance,Billing & Payments,-5.1936,5.1485
TKT-18142,нужна интеграция с 1С (Ticket #4871),Product,Feature Requests,7.6651,-2.7668
TKT-71000,данные не сохранились (Ticket #2936),Engineering,Technical Bugs,0.0715,-7.4103
TKT-63138,забыл логин (Ticket #3616),Account,Login Issues,3.2272,5.3093
TKT-25389,ошибка в json ответе (Ticket #6095),Engineering,API Support,-7.9835,-3.5563
TKT-58174,двухфакторка сломалась (Ticket #5833),Account,Login Issues,4.158,5.7003
TKT-38721,нужен акт сверки (Ticket #4618),Finance,Billing & Payments,-2.8394,7.4867
TKT-30078,хочу экспорт в PDF (Ticket #8834),Product,Feature Requests,8.5104,-1.3375
TKT-64505,почему списали дважды? (Ticket #7121),Finance,Billing & Payments,-3.988,6.6713
TKT-80453,верните старый дизайн (Ticket #8714),Product,Feature Requests,8.4709,-4.6108
TKT-42435,обновить данные карты (Ticket #4578),Finance,Billing & Payments,-6.3477,5.6109
TKT-78879,обновить данные карты (Ticket #2341),Finance,Billing & Payments,-4.5977,4.863
TKT-57419,медленно грузится (Ticket #9653),Engineering,Technical Bugs,-0.7883,-8.846
TKT-18094,не могу войти (Ticket #2838),Account,Login Issues,5.0002,4.9888
TKT-36497,нужен акт сверки (Ticket #9281),Finance,Billing & Payments,-4.1673,7.9153
TKT-29641,не приходит смс с кодом (Ticket #9792),Account,Login Issues,3.9699,6.3507
TKT-78202,кнопка не нажимается (Ticket #6375),Engineering,Technical Bugs,-0.2033,-6.8205
TKT-99167,ошибка 403 при входе (Ticket #2904),Account,Login Issues,4.4285,6.0493
TKT-21919,хочу экспорт в PDF (Ticket #9008),Product,Feature Requests,5.7445,-5.4269
TKT-17292,верните старый дизайн (Ticket #8298),Product,Feature Requests,7.101,-3.5899
TKT-77272,почему списали дважды? (Ticket #3161),Finance,Billing & Payments,-4.1143,6.1331
TKT-83912,ошибка 403 при входе (Ticket #8484),Account,Login Issues,5.6267,4.0203
TKT-98181,токен не валиден (Ticket #8575),Engineering,API Support,-6.6959,-5.9963
TKT-61897,белый экран (Ticket #1356),Engineering,Technical Bugs,0.1064,-6.7632
TKT-38560,забыл логин (Ticket #1049),Account,Login Issues,5.244,4.6584
TKT-15936,верните старый дизайн (Ticket #2196),Product,Feature Requests,5.0897,-4.0362
TKT-18357,ошибка 403 при входе (Ticket #6644),Account,Login Issues,3.8045,4.9261
TKT-19046,ошибка 500 (Ticket #1987),Engineering,Technical Bugs,-0.6098,-7.1773
TKT-47629,ошибка 403 при входе (Ticket #1519),Account,Login Issues,5.2639,3.4087
TKT-27750,сделайте кнопку больше (Ticket #3948),Product,Feature Requests,7.524,-3.421
TKT-59081,двухфакторка сломалась (Ticket #7887),Account,Login Issues,5.471,5.7555
TKT-59479,ошибка 403 при входе (Ticket #8348),Account,Login Issues,5.7778,5.907
TKT-99486,webhook не приходит (Ticket #2314),Engineering,API Support,-6.8904,-5.5016
TKT-95660,верните старый дизайн (Ticket #3178),Product,Feature Requests,6.9564,-2.6495
TKT-33392,нужна интеграция с 1С (Ticket #2943),Product,Feature Requests,8.166,-4.4079
TKT-79316,не приходит смс с кодом (Ticket #7439),Account,Login Issues,4.6057,5.7238
TKT-10455,кнопка не нажимается (Ticket #4648),Engineering,Technical Bugs,1.2025,-6.3794
TKT-70686,где мой счет? (Ticket #5888),Finance,Billing & Payments,-6.111,6.1216
TKT-65591,обновить данные карты (Ticket #9920),Finance,Billing & Payments,-5.2743,4.8068
TKT-40102,не приходит смс с кодом (Ticket #7214),Account,Login Issues,3.9691,6.4344
TKT-55371,хочу экспорт в PDF (Ticket #8546),Product,Feature Requests,7.9072,-3.982
TKT-34704,кнопка не нажимается (Ticket #5516),Engineering,Technical Bugs,1.6943,-7.6611
TKT-96533,добавьте темную тему (Ticket #1527),Product,Feature Requests,6.961,-4.8631
TKT-41544,сделайте кнопку больше (Ticket #1256),Product,Feature Requests,7.7148,-3.7693
TKT-23224,превышен лимит запросов (Ticket #2102),Engineering,API Support,-4.5071,-5.988
TKT-68515,верните старый дизайн (Ticket #1550),Product,Feature Requests,9.1468,-1.6972
TKT-42077,ошибка 500 (Ticket #1797),Engineering,Technical Bugs,0.7092,-4.6105
TKT-67535,добавьте темную тему (Ticket #7590),Product,Feature Requests,8.208,-3.7073
TKT-38477,сброс пароля не работает (Ticket #9843),Account,Login Issues,3.8788,4.2005
TKT-76046,приложение вылетает (Ticket #3295),Engineering,Technical Bugs,-0.475,-7.2155
TKT-85511,забыл логин (Ticket #4836),Account,Login Issues,5.1802,5.7629
TKT-41051,документация устарела (Ticket #6253),Engineering,API Support,-6.211,-3.0062
TKT-96535,верните деньги (Ticket #3347),Finance,Billing & Payments,-4.8181,6.0305
TKT-64206,ошибка в json ответе (Ticket #4621),Engineering,API Support,-3.4483,-4.4804
TKT-17989,белый экран (Ticket #5508),Engineering,Technical Bugs,-1.5122,-7.7396
TKT-92050,верните старый дизайн (Ticket #3869),Product,Feature Requests,8.9995,-3.6979
TKT-82856,двухфакторка сломалась (Ticket #7999),Account,Login Issues,5.4719,6.6956
TKT-55143,медленно грузится (Ticket #1768),Engineering,Technical Bugs,0.0257,-6.5467
TKT-51777,сделайте кнопку больше (Ticket #9592),Product,Feature Requests,9.8966,-5.2181
TKT-63511,данные не сохранились (Ticket #7821),Engineering,Technical Bugs,1.4918,-8.0786
TKT-59343,сброс пароля не работает (Ticket #5913),Account,Login Issues,5.3961,5.7439
TKT-72065,оплата не проходит (Ticket #9813),Finance,Billing & Payments,-4.4605,6.2382
TKT-49418,хочу экспорт в PDF (Ticket #4692),Product,Feature Requests,6.9978,-1.4926
TKT-70689,двухфакторка сломалась (Ticket #3365),Account,Login Issues,5.0454,5.7015
TKT-64592,токен не валиден (Ticket #7761),Engineering,API Support,-5.2144,-4.7784
TKT-27575,нужен акт сверки (Ticket #9683),Finance,Billing & Payments,-6.5691,6.23
TKT-43422,медленно грузится (Ticket #4978),Engineering,Technical Bugs,-0.2409,-8.4786
TKT-94765,хочу экспорт в PDF (Ticket #6411),Product,Feature Requests,8.3619,-3.1744
TKT-58637,не могу войти (Ticket #8369),Account,Login Issues,4.4849,5.7063
TKT-34966,не могу войти (Ticket #9775),Account,Login Issues,5.0576,5.3982
TKT-59436,приложение вылетает (Ticket #5398),Engineering,Technical Bugs,0.9879,-7.0967
TKT-19539,обновить данные карты (Ticket #1647),Finance,Billing & Payments,-4.4889,6.023
TKT-72835,превышен лимит запросов (Ticket #4555),Engineering,API Support,-5.5108,-4.3655
TKT-49739,хочу экспорт в PDF (Ticket #6455),Product,Feature Requests,8.8637,-5.5519
TKT-34906,не могу войти (Ticket #4470),Account,Login Issues,5.2786,3.5562
TKT-41797,токен не валиден (Ticket #8846),Engineering,API Support,-6.3757,-5.0009
TKT-61987,обновить данные карты (Ticket #4350),Finance,Billing & Payments,-5.659,7.5236
TKT-47101,хочу экспорт в PDF (Ticket #6269),Product,Feature Requests,8.7544,-5.5233
TKT-79946,почему списали дважды? (Ticket #8639),Finance,Billing & Payments,-3.9412,5.4575
TKT-50425,данные не сохранились (Ticket #6886),Engineering,Technical Bugs,-1.0137,-7.9817
TKT-77215,документация устарела (Ticket #6892),Engineering,API Support,-3.4803,-5.2964
TKT-22924,почему списали дважды? (Ticket #8635),Finance,Billing & Payments,-0.8049,4.2439
TKT-51973,двухфакторка сломалась (Ticket #8692),Account,Login Issues,4.1227,5.2903
TKT-51015,кнопка не нажимается (Ticket #7073),Engineering,Technical Bugs,-0.1015,-7.8067
TKT-83731,почему списали дважды? (Ticket #1749),Finance,Billing & Payments,-3.5696,5.2893
TKT-12125,хочу экспорт в PDF (Ticket #3390),Product,Feature Requests,9.4936,-6.2994
TKT-48691,верните деньги (Ticket #7841),Finance,Billing & Payments,-6.4534,6.8769
TKT-53236,оплата не проходит (Ticket #4214),Finance,Billing & Payments,-5.9648,6.8953
TKT-84683,сброс пароля не работает (Ticket #7223),Account,Login Issues,5.2567,4.7727
TKT-82173,превышен лимит запросов (Ticket #9180),Engineering,API Support,-6.4375,-6.7539
TKT-43728,данные не сохранились (Ticket #6530),Engineering,Technical Bugs,-2.3201,-4.9734
TKT-70401,сделайте кнопку больше (Ticket #9037),Product,Feature Requests,7.0339,-2.8505
TKT-32185,хочу экспорт в PDF (Ticket #6770),Product,Feature Requests,9.055,-4.1826
TKT-74004,оплата не проходит (Ticket #9954),Finance,Billing & Payments,-5.2269,7.106
TKT-94123,хочу экспорт в PDF (Ticket #9882),Product,Feature Requests,6.2975,-3.7436
TKT-14433,не могу войти (Ticket #9584),Account,Login Issues,5.8953,3.05
TKT-10836,добавьте темную тему (Ticket #1794),Product,Feature Requests,6.3427,-2.3378
TKT-92667,почему списали дважды? (Ticket #3252),Finance,Billing & Payments,-4.9866,6.8516
TKT-29795,кнопка не нажимается (Ticket #2113),Engineering,Technical Bugs,-0.7835,-5.5439
TKT-76287,добавьте темную тему (Ticket #4583),Product,Feature Requests,5.8657,-3.6164
TKT-17923,webhook не приходит (Ticket #7114),Engineering,API Support,-5.1717,-8.07
TKT-96413,ошибка в json ответе (Ticket #8916),Engineering,API Support,-7.0397,-4.2253
TKT-10866,webhook не приходит (Ticket #1257),Engineering,API Support,-7.2359,-5.8988
TKT-11553,ошибка 500 (Ticket #7739),Engineering,Technical Bugs,1.3284,-8.0887
TKT-46010,добавьте темную тему (Ticket #9673),Product,Feature Requests,8.7996,-3.4449
TKT-12246,нужен акт сверки (Ticket #5697),Finance,Billing & Payments,-6.2748,4.5621
TKT-33496,не приходит смс с кодом (Ticket #8054),Account,Login Issues,3.9753,3.8918
TKT-78732,не могу войти (Ticket #2578),Account,Login Issues,5.9401,4.6982
TKT-35156,хочу экспорт в PDF (Ticket #4948),Product,Feature Requests,9.7517,-6.0641
TKT-43084,не приходит смс с кодом (Ticket #9625),Account,Login Issues,3.452,2.8406
TKT-62022,верните деньги (Ticket #5379),Finance,Billing & Payments,-5.9965,6.627
TKT-63218,не могу войти (Ticket #7112),Account,Login Issues,5.9303,3.3256
TKT-39603,ошибка 403 при входе (Ticket #4984),Account,Login Issues,5.5704,4.8244
TKT-95686,забыл логин (Ticket #2320),Account,Login Issues,5.2064,3.7288
TKT-22255,двухфакторка сломалась (Ticket #1519),Account,Login Issues,7.3948,8.7319
TKT-59436,сделайте кнопку больше (Ticket #7213),Product,Feature Requests,7.9417,-3.4617
TKT-17355,нужен акт сверки (Ticket #8798),Finance,Billing & Payments,-3.7017,7.1946
TKT-32463,данные не сохранились (Ticket #1154),Engineering,Technical Bugs,-0.3293,-6.7355
TKT-66873,где мой счет? (Ticket #9189),Finance,Billing & Payments,-4.2009,6.5059
TKT-84167,двухфакторка сломалась (Ticket #6427),Account,Login Issues,4.5581,4.4483
TKT-15577,добавьте темную тему (Ticket #9653),Product,Feature Requests,9.2698,-2.8749
TKT-84289,превышен лимит запросов (Ticket #4463),Engineering,API Support,-6.0067,-4.1975
TKT-16102,медленно грузится (Ticket #5441),Engineering,Technical Bugs,1.5497,-11.0642
TKT-81176,добавьте темную тему (Ticket #5593),Product,Feature Requests,7.6472,-4.0859
TKT-33508,верните старый дизайн (Ticket #1539),Product,Feature Requests,8.3073,-4.3879
TKT-37152,забыл логин (Ticket #1256),Account,Login Issues,4.9277,5.5458
TKT-62205,верните старый дизайн (Ticket #3362),Product,Feature Requests,8.0647,-0.492
TKT-31292,не могу войти (Ticket #5903),Account,Login Issues,7.7478,7.3131
TKT-84277,ошибка в json ответе (Ticket #4939),Engineering,API Support,-3.8169,-4.9521
TKT-53480,webhook не приходит (Ticket #9856),Engineering,API Support,-5.7754,-4.7241
TKT-20279,сделайте кнопку больше (Ticket #3292),Product,Feature Requests,6.213,-2.7821
TKT-17038,ошибка 500 (Ticket #6666),Engineering,Technical Bugs,-0.9384,-6.9967
TKT-40427,приложение вылетает (Ticket #8161),Engineering,Technical Bugs,-1.6146,-6.1815
TKT-89320,добавьте темную тему (Ticket #6580),Product,Feature Requests,6.5277,-4.5216
TKT-52778,верните старый дизайн (Ticket #7499),Product,Feature Requests,6.1732,-2.6648
TKT-69054,не могу войти (Ticket #5478),Account,Login Issues,5.3176,6.1377
TKT-56636,медленно грузится (Ticket #4737),Engineering,Technical Bugs,-0.8083,-7.28
TKT-66603,не приходит смс с кодом (Ticket #7150),Account,Login Issues,3.6602,6.483
TKT-21232,оплата не проходит (Ticket #7227),Finance,Billing & Payments,-5.6037,4.4999
TKT-42302,не приходит смс с кодом (Ticket #5839),Account,Login Issues,6.6647,6.3759
TKT-20752,данные не сохранились (Ticket #2204),Engineering,Technical Bugs,0.568,-5.3972
TKT-59807,нужна интеграция с 1С (Ticket #3526),Product,Feature Requests,6.8435,-5.1486
TKT-61068,обновить данные карты (Ticket #3527),Finance,Billing & Payments,-4.5141,5.9492
TKT-23965,верните деньги (Ticket #6909),Finance,Billing & Payments,-3.1837,5.264
TKT-50405,где мой счет? (Ticket #1085),Finance,Billing & Payments,-6.6161,6.4494
TKT-45358,ошибка 403 при входе (Ticket #6896),Account,Login Issues,3.2042,4.22
TKT-21442,где мой счет? (Ticket #3170),Finance,Billing & Payments,-2.9532,6.1431
TKT-68830,оплата не проходит (Ticket #8061),Finance,Billing & Payments,-3.8619,4.4569
TKT-63483,нужен акт сверки (Ticket #9395),Finance,Billing & Payments,-5.8661,6.2122
TKT-21746,токен не валиден (Ticket #1430),Engineering,API Support,-3.8811,-5.7535
TKT-88240,белый экран (Ticket #2524),Engineering,Technical Bugs,1.7983,-5.5027
TKT-60493,ошибка в json ответе (Ticket #6315),Engineering,API Support,-5.0263,-6.3779
TKT-64238,не могу войти (Ticket #5781),Account,Login Issues,6.0277,7.1163
TKT-83339,медленно грузится (Ticket #2387),Engineering,Technical Bugs,0.7867,-8.8438
TKT-32227,превышен лимит запросов (Ticket #9537),Engineering,API Support,-3.4136,-6.1731
TKT-32216,данные не сохранились (Ticket #7237),Engineering,Technical Bugs,0.6618,-6.5913
TKT-49469,кнопка не нажимается (Ticket #5405),Engineering,Technical Bugs,0.7173,-5.44
TKT-29127,забыл логин (Ticket #9079),Account,Login Issues,5.1705,4.3989
TKT-66973,токен не валиден (Ticket #3739),Engineering,API Support,-7.8373,-4.3829
TKT-49289,нужна интеграция с 1С (Ticket #7899),Product,Feature Requests,8.9095,-2.2491
TKT-57333,ошибка 403 при входе (Ticket #2260),Account,Login Issues,7.0396,4.9835
