Timestamp,Model_Name,Total_Tokens,Latency_Seconds,Cost_USD
2026-01-28 12:52:01.636379,gpt-4o,4341,34.89,0.0651
2026-01-28 13:01:26.636379,gemini-1.5-pro,7884,80.25,0.0394
2026-01-28 13:04:32.636379,gemini-1.5-pro,988,10.35,0.0049
2026-01-28 13:05:42.636379,gpt-4o,1437,11.61,0.0216
2026-01-28 13:19:43.636379,gpt-4o,350,3.31,0.0052
2026-01-28 13:19:51.636379,gemini-1.5-pro,1221,12.32,0.0061
2026-01-28 13:33:44.636379,gemini-1.5-pro,4897,49.66,0.0245
2026-01-28 13:33:46.636379,gemini-1.5-pro,1133,11.81,0.0057
2026-01-28 13:46:21.636379,gpt-4o,3430,28.17,0.0514
2026-01-28 13:49:47.636379,gemini-1.5-pro,1494,31.23,0.0075
2026-01-28 13:50:20.636379,gemini-1.5-pro,2500,25.27,0.0125
2026-01-28 13:53:33.636379,gemini-1.5-pro,573,6.35,0.0029
2026-01-28 13:53:55.636379,gemini-1.5-pro,1968,21.32,0.0098
2026-01-28 13:54:01.636379,gemini-1.5-pro,90,2.53,0.0004
2026-01-28 14:05:41.636379,gpt-4o,1499,12.31,0.0225
2026-01-28 14:07:08.636379,gemini-1.5-pro,354,3.5,0.0018
2026-01-28 14:07:21.636379,gemini-1.5-pro,6039,60.94,0.0302
2026-01-28 14:22:25.636379,gemini-1.5-pro,3933,40.79,0.0197
2026-01-28 14:22:34.636379,gemini-1.5-pro,2883,29.54,0.0144
2026-01-28 14:25:41.636379,gpt-4o,8275,74.07,0.1241
2026-01-28 14:29:34.636379,gpt-4o,700,6.63,0.0105
2026-01-28 14:29:37.636379,gpt-4o,10377,83.5,0.1557
2026-01-28 14:36:21.636379,gemini-1.5-pro,4592,45.8,0.023
2026-01-28 14:38:43.636379,gemini-1.5-pro,1427,13.51,0.0071
2026-01-28 14:43:42.636379,gpt-4o,5628,45.72,0.0844
2026-01-28 14:49:53.636379,gpt-4o,598,5.16,0.009
2026-01-28 14:53:54.636379,gpt-4o,792,7.85,0.0119
2026-01-28 14:54:27.636379,gemini-1.5-pro,983,10.75,0.0049
2026-01-28 14:55:51.636379,gemini-1.5-pro,1065,11.24,0.0053
2026-01-28 14:57:29.636379,gpt-4o,628,5.57,0.0094
2026-01-28 14:59:54.636379,gpt-4o,6143,49.41,0.0921
2026-01-28 15:09:12.636379,gpt-4o,1395,11.1,0.0209
2026-01-28 15:15:06.636379,gemini-1.5-pro,2572,26.52,0.0129
2026-01-28 15:16:57.636379,gemini-1.5-pro,1022,10.62,0.0051
2026-01-28 15:18:58.636379,gemini-1.5-pro,292,4.14,0.0015
2026-01-28 15:19:31.636379,gpt-4o,2368,20.46,0.0355
2026-01-28 15:20:28.636379,gpt-4o,267,2.45,0.004
2026-01-28 15:22:06.636379,gemini-1.5-pro,1688,18.43,0.0084
2026-01-28 15:33:33.636379,gpt-4o,460,3.42,0.0069
2026-01-28 15:39:24.636379,gemini-1.5-pro,13190,133.17,0.066
2026-01-28 15:52:23.636379,gpt-4o,4497,36.59,0.0675
2026-01-28 15:58:22.636379,gpt-4o,2009,16.82,0.0301
2026-01-28 16:02:34.636379,gpt-4o,6397,59.62,0.096
2026-01-28 16:05:28.636379,gpt-4o,775,6.86,0.0116
2026-01-28 16:05:28.636379,gemini-1.5-pro,3113,31.99,0.0156
2026-01-28 16:12:41.636379,gpt-4o,2207,18.39,0.0331
2026-01-28 16:13:53.636379,gemini-1.5-pro,2354,24.23,0.0118
2026-01-28 16:22:41.636379,gemini-1.5-pro,6453,65.82,0.0323
2026-01-28 16:24:06.636379,gemini-1.5-pro,3761,37.77,0.0188
2026-01-28 16:36:44.636379,gpt-4o,2413,19.61,0.0362
2026-01-28 16:41:00.636379,gemini-1.5-pro,345,4.58,0.0017
2026-01-28 16:41:26.636379,gemini-1.5-pro,692,8.6,0.0035
2026-01-28 16:50:42.636379,gemini-1.5-pro,1599,17.31,0.008
2026-01-28 17:01:44.636379,gpt-4o,1984,16.42,0.0298
2026-01-28 17:06:55.636379,gpt-4o,583,5.08,0.0087
2026-01-28 17:09:32.636379,gemini-1.5-pro,20164,202.28,0.1008
2026-01-28 17:11:38.636379,gpt-4o,8237,66.24,0.1236
2026-01-28 17:11:47.636379,gemini-1.5-pro,3301,32.92,0.0165
2026-01-28 17:20:06.636379,gemini-1.5-pro,1943,21.09,0.0097
2026-01-28 17:20:58.636379,gpt-4o,1462,12.15,0.0219
2026-01-28 17:23:09.636379,gemini-1.5-pro,697,7.36,0.0035
2026-01-28 17:40:39.636379,gpt-4o,1953,16.31,0.0293
2026-01-28 17:41:38.636379,gpt-4o,2339,18.84,0.0351
2026-01-28 17:47:50.636379,gemini-1.5-pro,522,6.45,0.0026
2026-01-28 17:50:43.636379,gpt-4o,2525,20.31,0.0379
2026-01-28 17:53:32.636379,gpt-4o,1548,13.24,0.0232
2026-01-28 17:53:42.636379,gemini-1.5-pro,268,3.31,0.0013
2026-01-28 17:55:34.636379,gemini-1.5-pro,764,8.56,0.0038
2026-01-28 18:03:44.636379,gpt-4o,1195,10.45,0.0179
2026-01-28 18:06:59.636379,gpt-4o,11940,95.74,0.1791
2026-01-28 18:07:02.636379,gemini-1.5-pro,3154,32.72,0.0158
2026-01-28 18:11:56.636379,gpt-4o,475,3.43,0.0071
2026-01-28 18:14:13.636379,gpt-4o,2939,24.74,0.0441
2026-01-28 18:14:23.636379,gpt-4o,384,4.04,0.0058
2026-01-28 18:27:21.636379,gpt-4o,5338,43.14,0.0801
2026-01-28 18:43:26.636379,gpt-4o,1128,10.09,0.0169
2026-01-28 18:51:06.636379,gpt-4o,1646,14.17,0.0247
2026-01-28 18:52:04.636379,gpt-4o,6807,54.93,0.1021
2026-01-28 18:55:17.636379,gemini-1.5-pro,499,5.76,0.0025
2026-01-28 18:56:57.636379,gemini-1.5-pro,447,4.81,0.0022
2026-01-28 18:57:26.636379,gemini-1.5-pro,1008,10.88,0.005
2026-01-28 18:59:23.636379,gemini-1.5-pro,5107,51.13,0.0255
2026-01-28 19:18:06.636379,gemini-1.5-pro,395,5.1,0.002
2026-01-28 19:23:08.636379,gpt-4o,106,1.71,0.0016
2026-01-28 19:37:10.636379,gpt-4o,1151,8.84,0.0173
2026-01-28 19:49:48.636379,gpt-4o,3139,26.28,0.0471
2026-01-28 19:57:20.636379,gpt-4o,6004,48.21,0.0901
2026-01-28 20:07:52.636379,gemini-1.5-pro,1137,13.58,0.0057
2026-01-28 20:11:01.636379,gpt-4o,1198,10.17,0.018
2026-01-28 20:19:39.636379,gpt-4o,5732,47.03,0.086
2026-01-28 20:20:30.636379,gemini-1.5-pro,278,3.1,0.0014
2026-01-28 20:43:38.636379,gpt-4o,1225,10.13,0.0184
2026-01-28 20:45:40.636379,gpt-4o,2187,17.71,0.0328
2026-01-28 20:47:51.636379,gemini-1.5-pro,2833,28.38,0.0142
2026-01-28 20:49:38.636379,gpt-4o,1085,8.55,0.0163
2026-01-28 20:49:44.636379,gpt-4o,1871,15.38,0.0281
2026-01-28 20:50:55.636379,gpt-4o,150,1.87,0.0022
2026-01-28 20:56:43.636379,gpt-4o,936,7.46,0.014
2026-01-28 20:59:07.636379,gpt-4o,2845,23.06,0.0427
2026-01-28 21:08:19.636379,gemini-1.5-pro,677,7.2,0.0034
2026-01-28 21:14:01.636379,gemini-1.5-pro,1917,29.34,0.0096
2026-01-28 21:15:50.636379,gemini-1.5-pro,2826,39.81,0.0141
2026-01-28 21:16:23.636379,gemini-1.5-pro,1283,13.46,0.0064
2026-01-28 21:33:13.636379,gemini-1.5-pro,2144,21.2,0.0107
2026-01-28 21:36:37.636379,gemini-1.5-pro,690,7.31,0.0034
2026-01-28 21:45:57.636379,gpt-4o,1470,13.21,0.022
2026-01-28 21:49:00.636379,gemini-1.5-pro,3328,34.12,0.0166
2026-01-28 21:49:27.636379,gemini-1.5-pro,2115,33.12,0.0106
2026-01-28 21:55:19.636379,gpt-4o,1005,8.47,0.0151
2026-01-28 21:59:38.636379,gpt-4o,2262,18.67,0.0339
2026-01-28 22:02:11.636379,gemini-1.5-pro,3694,37.63,0.0185
2026-01-28 22:05:47.636379,gpt-4o,232,2.55,0.0035
2026-01-28 22:14:12.636379,gemini-1.5-pro,5762,70.31,0.0288
2026-01-28 22:19:14.636379,gpt-4o,1291,10.86,0.0194
2026-01-28 22:25:26.636379,gemini-1.5-pro,2766,28.08,0.0138
2026-01-28 22:25:32.636379,gpt-4o,5986,61.14,0.0898
2026-01-28 22:28:28.636379,gpt-4o,458,4.0,0.0069
2026-01-28 22:35:08.636379,gemini-1.5-pro,889,8.49,0.0044
2026-01-28 22:35:16.636379,gemini-1.5-pro,1354,23.69,0.0068
2026-01-28 22:35:49.636379,gemini-1.5-pro,825,9.22,0.0041
2026-01-28 22:36:34.636379,gemini-1.5-pro,10249,103.0,0.0512
2026-01-28 22:44:12.636379,gemini-1.5-pro,767,8.33,0.0038
2026-01-28 22:57:01.636379,gpt-4o,1037,8.48,0.0156
2026-01-28 23:09:07.636379,gemini-1.5-pro,2218,23.03,0.0111
2026-01-28 23:11:15.636379,gemini-1.5-pro,543,6.24,0.0027
2026-01-28 23:17:10.636379,gpt-4o,1217,9.5,0.0183
2026-01-28 23:18:56.636379,gpt-4o,2483,20.17,0.0372
2026-01-28 23:23:23.636379,gemini-1.5-pro,1296,13.86,0.0065
2026-01-28 23:25:01.636379,gpt-4o,1646,13.65,0.0247
2026-01-28 23:29:43.636379,gpt-4o,1064,8.4,0.016
2026-01-28 23:59:25.636379,gemini-1.5-pro,397,4.67,0.002
2026-01-29 00:01:06.636379,gpt-4o,2493,19.92,0.0374
2026-01-29 00:02:24.636379,gpt-4o,10456,83.89,0.1568
2026-01-29 00:02:50.636379,gemini-1.5-pro,1841,34.31,0.0092
2026-01-29 00:04:57.636379,gemini-1.5-pro,2264,22.49,0.0113
2026-01-29 00:06:08.636379,gpt-4o,3614,29.54,0.0542
2026-01-29 00:07:46.636379,gpt-4o,508,4.2,0.0076
2026-01-29 00:11:15.636379,gemini-1.5-pro,9922,101.01,0.0496
2026-01-29 00:13:45.636379,gpt-4o,2213,17.42,0.0332
2026-01-29 00:14:43.636379,gpt-4o,9245,75.88,0.1387
2026-01-29 00:17:31.636379,gpt-4o,868,7.16,0.013
2026-01-29 00:18:42.636379,gemini-1.5-pro,11137,111.86,0.0557
2026-01-29 00:18:58.636379,gpt-4o,3925,31.19,0.0589
2026-01-29 00:20:59.636379,gpt-4o,3143,25.83,0.0471
2026-01-29 00:25:47.636379,gemini-1.5-pro,2284,22.55,0.0114
2026-01-29 00:32:40.636379,gpt-4o,1410,19.6,0.0212
2026-01-29 00:32:54.636379,gpt-4o,6006,48.78,0.0901
2026-01-29 00:36:19.636379,gemini-1.5-pro,2080,22.65,0.0104
2026-01-29 00:37:32.636379,gemini-1.5-pro,252,3.27,0.0013
2026-01-29 00:39:47.636379,gemini-1.5-pro,591,7.68,0.003
2026-01-29 00:43:55.636379,gemini-1.5-pro,1501,15.0,0.0075
2026-01-29 00:44:31.636379,gpt-4o,2465,18.97,0.037
2026-01-29 00:50:25.636379,gpt-4o,1708,14.02,0.0256
2026-01-29 00:53:24.636379,gemini-1.5-pro,6117,61.92,0.0306
2026-01-29 00:56:28.636379,gemini-1.5-pro,256,3.62,0.0013
2026-01-29 00:59:33.636379,gpt-4o,2087,16.87,0.0313
2026-01-29 01:08:46.636379,gemini-1.5-pro,293,3.88,0.0015
2026-01-29 01:12:47.636379,gpt-4o,3864,31.29,0.058
2026-01-29 01:36:04.636379,gemini-1.5-pro,1645,17.84,0.0082
2026-01-29 01:50:17.636379,gpt-4o,2750,22.57,0.0412
2026-01-29 01:57:16.636379,gemini-1.5-pro,762,9.77,0.0038
2026-01-29 02:08:00.636379,gemini-1.5-pro,6499,65.67,0.0325
2026-01-29 02:12:17.636379,gpt-4o,5124,42.04,0.0769
2026-01-29 02:12:37.636379,gemini-1.5-pro,3240,33.92,0.0162
2026-01-29 02:12:49.636379,gpt-4o,1588,11.99,0.0238
2026-01-29 02:16:09.636379,gpt-4o,3228,26.67,0.0484
2026-01-29 02:29:34.636379,gpt-4o,891,7.0,0.0134
2026-01-29 02:34:15.636379,gpt-4o,4253,34.39,0.0638
2026-01-29 02:36:53.636379,gpt-4o,9409,75.21,0.1411
2026-01-29 02:50:22.636379,gemini-1.5-pro,5274,54.14,0.0264
2026-01-29 02:50:33.636379,gemini-1.5-pro,871,9.21,0.0044
2026-01-29 02:51:44.636379,gpt-4o,2595,33.53,0.0389
2026-01-29 02:54:14.636379,gemini-1.5-pro,496,4.88,0.0025
2026-01-29 03:03:29.636379,gpt-4o,3204,26.28,0.0481
2026-01-29 03:09:43.636379,gemini-1.5-pro,2837,29.33,0.0142
2026-01-29 03:12:30.636379,gemini-1.5-pro,278,3.91,0.0014
2026-01-29 03:15:03.636379,gemini-1.5-pro,565,6.79,0.0028
2026-01-29 03:15:51.636379,gemini-1.5-pro,1362,15.31,0.0068
2026-01-29 03:19:29.636379,gpt-4o,1338,11.54,0.0201
2026-01-29 03:21:12.636379,gpt-4o,539,4.26,0.0081
2026-01-29 03:24:16.636379,gemini-1.5-pro,2667,26.74,0.0133
2026-01-29 03:29:31.636379,gemini-1.5-pro,2324,24.97,0.0116
2026-01-29 03:35:15.636379,gpt-4o,1488,12.37,0.0223
2026-01-29 03:36:33.636379,gemini-1.5-pro,849,9.94,0.0042
2026-01-29 03:36:41.636379,gpt-4o,5160,41.33,0.0774
2026-01-29 03:39:25.636379,gpt-4o,9465,76.53,0.142
2026-01-29 03:58:23.636379,gpt-4o,1114,8.96,0.0167
2026-01-29 03:58:33.636379,gemini-1.5-pro,980,9.37,0.0049
2026-01-29 03:59:53.636379,gpt-4o,2954,24.67,0.0443
2026-01-29 04:14:47.636379,gemini-1.5-pro,1263,12.8,0.0063
2026-01-29 04:14:53.636379,gpt-4o,1572,12.39,0.0236
2026-01-29 04:17:04.636379,gemini-1.5-pro,3788,52.56,0.0189
2026-01-29 04:17:28.636379,gemini-1.5-pro,267,3.14,0.0013
2026-01-29 04:28:47.636379,gemini-1.5-pro,6756,68.01,0.0338
2026-01-29 04:32:37.636379,gpt-4o,1944,15.73,0.0292
2026-01-29 04:33:10.636379,gpt-4o,1198,10.19,0.018
2026-01-29 04:36:06.636379,gemini-1.5-pro,1653,17.97,0.0083
2026-01-29 04:38:14.636379,gemini-1.5-pro,1741,17.72,0.0087
2026-01-29 04:38:32.636379,gemini-1.5-pro,320,3.59,0.0016
2026-01-29 04:43:15.636379,gpt-4o,8062,65.16,0.1209
2026-01-29 04:47:34.636379,gpt-4o,1884,15.91,0.0283
2026-01-29 04:56:26.636379,gpt-4o,2815,22.27,0.0422
2026-01-29 04:59:03.636379,gpt-4o,4682,37.22,0.0702
2026-01-29 05:06:04.636379,gemini-1.5-pro,651,8.15,0.0033
2026-01-29 05:09:45.636379,gemini-1.5-pro,2902,28.69,0.0145
2026-01-29 05:15:51.636379,gpt-4o,1383,11.39,0.0207
2026-01-29 05:24:04.636379,gpt-4o,4216,33.53,0.0632
2026-01-29 05:52:44.636379,gemini-1.5-pro,215,2.19,0.0011
2026-01-29 06:00:24.636379,gpt-4o,1637,12.81,0.0246
2026-01-29 06:00:33.636379,gpt-4o,989,22.66,0.0148
2026-01-29 06:07:37.636379,gpt-4o,2785,21.53,0.0418
2026-01-29 06:29:39.636379,gpt-4o,2892,23.79,0.0434
2026-01-29 06:44:00.636379,gpt-4o,891,6.63,0.0134
2026-01-29 06:50:30.636379,gpt-4o,886,7.25,0.0133
2026-01-29 06:53:19.636379,gemini-1.5-pro,1618,15.7,0.0081
2026-01-29 06:57:07.636379,gpt-4o,737,6.35,0.0111
2026-01-29 06:58:29.636379,gpt-4o,4196,34.12,0.0629
2026-01-29 06:59:02.636379,gemini-1.5-pro,1249,13.52,0.0062
2026-01-29 07:03:51.636379,gemini-1.5-pro,98,0.95,0.0005
2026-01-29 07:08:24.636379,gemini-1.5-pro,1242,12.7,0.0062
2026-01-29 07:08:49.636379,gpt-4o,639,5.41,0.0096
2026-01-29 07:16:22.636379,gemini-1.5-pro,353,4.57,0.0018
2026-01-29 07:16:50.636379,gpt-4o,524,4.77,0.0079
2026-01-29 07:16:59.636379,gpt-4o,2017,16.1,0.0303
2026-01-29 07:22:34.636379,gpt-4o,6827,55.61,0.1024
2026-01-29 07:32:44.636379,gemini-1.5-pro,2472,24.71,0.0124
2026-01-29 07:33:57.636379,gemini-1.5-pro,985,10.78,0.0049
2026-01-29 07:34:38.636379,gemini-1.5-pro,2852,28.87,0.0143
2026-01-29 07:35:33.636379,gemini-1.5-pro,1142,12.59,0.0057
2026-01-29 07:40:43.636379,gemini-1.5-pro,902,9.48,0.0045
2026-01-29 07:41:57.636379,gpt-4o,570,6.51,0.0085
2026-01-29 07:47:01.636379,gpt-4o,313,3.14,0.0047
2026-01-29 07:51:03.636379,gpt-4o,1224,10.97,0.0184
2026-01-29 07:51:18.636379,gpt-4o,2117,18.33,0.0318
2026-01-29 07:57:32.636379,gemini-1.5-pro,1641,17.04,0.0082
2026-01-29 07:57:42.636379,gemini-1.5-pro,1192,12.62,0.006
2026-01-29 08:03:32.636379,gpt-4o,702,6.74,0.0105
2026-01-29 08:08:32.636379,gemini-1.5-pro,3321,34.01,0.0166
2026-01-29 08:10:34.636379,gemini-1.5-pro,484,5.09,0.0024
2026-01-29 08:12:40.636379,gpt-4o,3928,31.07,0.0589
2026-01-29 08:13:43.636379,gpt-4o,663,5.87,0.0099
2026-01-29 08:14:31.636379,gemini-1.5-pro,851,8.99,0.0043
2026-01-29 08:14:50.636379,gemini-1.5-pro,417,5.32,0.0021
2026-01-29 08:32:50.636379,gpt-4o,1095,9.0,0.0164
2026-01-29 08:38:31.636379,gpt-4o,4794,39.72,0.0719
2026-01-29 08:38:58.636379,gpt-4o,3027,24.23,0.0454
2026-01-29 08:45:32.636379,gemini-1.5-pro,4809,48.22,0.024
2026-01-29 08:46:58.636379,gpt-4o,3047,24.77,0.0457
2026-01-29 08:48:26.636379,gpt-4o,599,5.59,0.009
2026-01-29 08:49:33.636379,gemini-1.5-pro,1298,14.18,0.0065
2026-01-29 08:57:27.636379,gemini-1.5-pro,828,9.08,0.0041
2026-01-29 08:58:36.636379,gemini-1.5-pro,6840,70.1,0.0342
2026-01-29 09:00:55.636379,gemini-1.5-pro,546,6.21,0.0027
2026-01-29 09:02:39.636379,gemini-1.5-pro,4419,44.8,0.0221
2026-01-29 09:02:43.636379,gpt-4o,4415,35.97,0.0662
2026-01-29 09:04:43.636379,gpt-4o,11266,90.03,0.169
2026-01-29 09:04:44.636379,gemini-1.5-pro,1200,13.31,0.006
2026-01-29 09:06:33.636379,gemini-1.5-pro,3686,44.47,0.0184
2026-01-29 09:20:17.636379,gemini-1.5-pro,17705,178.85,0.0885
2026-01-29 09:36:23.636379,gemini-1.5-pro,974,10.74,0.0049
2026-01-29 09:41:41.636379,gemini-1.5-pro,389,4.29,0.0019
2026-01-29 09:50:56.636379,gpt-4o,275,2.72,0.0041
2026-01-29 09:54:48.636379,gpt-4o,3687,30.26,0.0553
2026-01-29 10:04:39.636379,gpt-4o,275,2.85,0.0041
2026-01-29 10:05:47.636379,gpt-4o,1245,9.96,0.0187
2026-01-29 10:10:56.636379,gemini-1.5-pro,2799,29.05,0.014
2026-01-29 10:22:31.636379,gpt-4o,2175,18.48,0.0326
2026-01-29 10:25:11.636379,gemini-1.5-pro,2766,27.85,0.0138
2026-01-29 10:35:57.636379,gemini-1.5-pro,2258,22.82,0.0113
2026-01-29 10:39:40.636379,gemini-1.5-pro,6495,65.43,0.0325
2026-01-29 10:45:43.636379,gpt-4o,697,5.97,0.0105
2026-01-29 10:48:28.636379,gemini-1.5-pro,918,10.4,0.0046
2026-01-29 10:54:21.636379,gpt-4o,834,7.74,0.0125
2026-01-29 10:55:57.636379,gpt-4o,4147,33.26,0.0622
2026-01-29 10:58:14.636379,gemini-1.5-pro,4448,45.38,0.0222
2026-01-29 10:59:58.636379,gemini-1.5-pro,2839,29.74,0.0142
2026-01-29 11:17:27.636379,gemini-1.5-pro,5904,60.93,0.0295
2026-01-29 11:24:49.636379,gpt-4o,556,5.05,0.0083
2026-01-29 11:28:58.636379,gemini-1.5-pro,9578,96.7,0.0479
2026-01-29 11:32:27.636379,gpt-4o,8293,67.04,0.1244
2026-01-29 11:34:02.636379,gemini-1.5-pro,3772,38.36,0.0189
2026-01-29 11:36:53.636379,gemini-1.5-pro,10740,108.26,0.0537
2026-01-29 11:39:29.636379,gpt-4o,344,2.27,0.0052
2026-01-29 11:39:39.636379,gpt-4o,1070,8.77,0.0161
2026-01-29 11:58:08.636379,gpt-4o,866,7.68,0.013
2026-01-29 11:58:25.636379,gpt-4o,3720,29.81,0.0558
2026-01-29 12:00:27.636379,gpt-4o,632,5.99,0.0095
2026-01-29 12:02:25.636379,gpt-4o,3856,30.5,0.0578
2026-01-29 12:16:06.636379,gemini-1.5-pro,7119,72.4,0.0356
2026-01-29 12:17:41.636379,gemini-1.5-pro,3623,37.44,0.0181
2026-01-29 12:24:24.636379,gpt-4o,2401,32.02,0.036
2026-01-29 12:28:31.636379,gemini-1.5-pro,673,7.35,0.0034
2026-01-29 12:31:45.636379,gpt-4o,775,5.58,0.0116
2026-01-29 12:36:50.636379,gemini-1.5-pro,6308,63.88,0.0315
2026-01-29 12:38:43.636379,gemini-1.5-pro,3941,40.59,0.0197
2026-01-29 12:40:43.636379,gpt-4o,1738,14.6,0.0261
2026-01-29 12:50:32.636379,gpt-4o,1190,10.52,0.0178
2026-01-29 12:52:55.636379,gpt-4o,238,2.48,0.0036
2026-01-29 12:53:27.636379,gemini-1.5-pro,619,7.76,0.0031
2026-01-29 13:03:45.636379,gpt-4o,12227,98.56,0.1834
2026-01-29 13:03:48.636379,gemini-1.5-pro,502,6.98,0.0025
2026-01-29 13:10:45.636379,gpt-4o,2185,18.28,0.0328
2026-01-29 13:12:56.636379,gemini-1.5-pro,4951,50.69,0.0248
2026-01-29 13:18:39.636379,gemini-1.5-pro,515,6.36,0.0026
2026-01-29 13:28:39.636379,gpt-4o,2174,17.72,0.0326
2026-01-29 13:28:50.636379,gemini-1.5-pro,4618,47.25,0.0231
2026-01-29 13:38:05.636379,gemini-1.5-pro,1830,18.68,0.0092
2026-01-29 13:45:20.636379,gpt-4o,30000,241.37,0.45
2026-01-29 13:55:48.636379,gemini-1.5-pro,340,4.57,0.0017
2026-01-29 14:00:12.636379,gpt-4o,5212,48.15,0.0782
2026-01-29 14:05:14.636379,gpt-4o,1521,13.44,0.0228
2026-01-29 14:26:54.636379,gpt-4o,3912,31.96,0.0587
2026-01-29 14:28:00.636379,gpt-4o,2811,22.94,0.0422
2026-01-29 14:34:04.636379,gemini-1.5-pro,868,9.31,0.0043
2026-01-29 14:57:12.636379,gemini-1.5-pro,2273,23.66,0.0114
2026-01-29 15:06:11.636379,gemini-1.5-pro,282,3.6,0.0014
2026-01-29 15:06:28.636379,gpt-4o,3305,26.86,0.0496
2026-01-29 15:23:32.636379,gemini-1.5-pro,2436,24.72,0.0122
2026-01-29 15:25:23.636379,gemini-1.5-pro,3424,47.57,0.0171
2026-01-29 15:28:27.636379,gpt-4o,5208,42.21,0.0781
2026-01-29 15:28:29.636379,gpt-4o,2611,21.74,0.0392
2026-01-29 15:28:59.636379,gemini-1.5-pro,2096,21.87,0.0105
2026-01-29 15:54:54.636379,gpt-4o,749,6.58,0.0112
2026-01-29 16:05:08.636379,gpt-4o,886,7.22,0.0133
2026-01-29 16:05:27.636379,gpt-4o,5923,47.71,0.0888
2026-01-29 16:12:14.636379,gpt-4o,7603,60.39,0.114
2026-01-29 16:14:14.636379,gemini-1.5-pro,1424,14.61,0.0071
2026-01-29 16:16:36.636379,gpt-4o,1893,16.18,0.0284
2026-01-29 16:17:09.636379,gpt-4o,731,5.97,0.011
2026-01-29 16:22:44.636379,gpt-4o,5841,47.42,0.0876
2026-01-29 16:23:34.636379,gpt-4o,3517,28.21,0.0528
2026-01-29 16:28:03.636379,gpt-4o,12597,101.72,0.189
2026-01-29 16:32:13.636379,gpt-4o,751,6.74,0.0113
2026-01-29 16:34:22.636379,gpt-4o,1238,9.79,0.0186
2026-01-29 16:37:34.636379,gpt-4o,2278,19.2,0.0342
2026-01-29 16:44:54.636379,gemini-1.5-pro,3451,35.95,0.0173
2026-01-29 16:46:12.636379,gpt-4o,1457,11.74,0.0219
2026-01-29 16:52:04.636379,gemini-1.5-pro,755,8.22,0.0038
2026-01-29 16:52:57.636379,gpt-4o,4365,34.92,0.0655
2026-01-29 16:53:25.636379,gpt-4o,3718,30.66,0.0558
2026-01-29 16:54:45.636379,gpt-4o,723,6.3,0.0108
2026-01-29 16:56:34.636379,gpt-4o,7012,56.61,0.1052
2026-01-29 16:58:00.636379,gemini-1.5-pro,5826,57.99,0.0291
2026-01-29 17:01:21.636379,gpt-4o,2067,27.78,0.031
2026-01-29 17:08:09.636379,gpt-4o,1957,15.42,0.0294
2026-01-29 17:08:54.636379,gemini-1.5-pro,3146,32.39,0.0157
2026-01-29 17:10:51.636379,gemini-1.5-pro,763,14.27,0.0038
2026-01-29 17:11:05.636379,gpt-4o,1863,14.97,0.0279
2026-01-29 17:11:17.636379,gemini-1.5-pro,210,2.54,0.001
2026-01-29 17:15:04.636379,gemini-1.5-pro,4343,44.06,0.0217
2026-01-29 17:16:11.636379,gemini-1.5-pro,379,11.6,0.0019
2026-01-29 17:16:14.636379,gpt-4o,8130,65.86,0.122
2026-01-29 17:21:27.636379,gpt-4o,1299,10.81,0.0195
2026-01-29 17:24:04.636379,gpt-4o,1463,11.74,0.0219
2026-01-29 17:25:35.636379,gemini-1.5-pro,965,10.52,0.0048
2026-01-29 17:40:54.636379,gpt-4o,1355,11.78,0.0203
2026-01-29 17:57:21.636379,gemini-1.5-pro,7469,76.28,0.0373
2026-01-29 17:59:50.636379,gpt-4o,150,1.39,0.0022
2026-01-29 18:02:34.636379,gpt-4o,6483,52.28,0.0972
2026-01-29 18:04:55.636379,gemini-1.5-pro,2535,26.37,0.0127
2026-01-29 18:08:56.636379,gpt-4o,540,4.63,0.0081
2026-01-29 18:22:47.636379,gemini-1.5-pro,616,6.3,0.0031
2026-01-29 18:26:15.636379,gemini-1.5-pro,9666,97.38,0.0483
2026-01-29 18:34:07.636379,gpt-4o,702,5.51,0.0105
2026-01-29 18:34:29.636379,gemini-1.5-pro,570,6.98,0.0028
2026-01-29 18:36:54.636379,gpt-4o,5638,45.45,0.0846
2026-01-29 18:38:50.636379,gpt-4o,2536,20.76,0.038
2026-01-29 18:41:22.636379,gemini-1.5-pro,707,7.5,0.0035
2026-01-29 18:45:17.636379,gpt-4o,2245,18.45,0.0337
2026-01-29 18:57:04.636379,gemini-1.5-pro,648,15.95,0.0032
2026-01-29 18:59:29.636379,gpt-4o,5436,44.48,0.0815
2026-01-29 19:06:49.636379,gpt-4o,5225,42.63,0.0784
2026-01-29 19:17:33.636379,gpt-4o,3077,24.22,0.0462
2026-01-29 19:18:09.636379,gpt-4o,2595,20.47,0.0389
2026-01-29 19:25:16.636379,gpt-4o,10521,83.93,0.1578
2026-01-29 19:31:15.636379,gemini-1.5-pro,1807,19.38,0.009
2026-01-29 19:32:35.636379,gemini-1.5-pro,554,19.1,0.0028
2026-01-29 19:32:53.636379,gemini-1.5-pro,2834,42.86,0.0142
2026-01-29 19:34:42.636379,gemini-1.5-pro,14560,146.44,0.0728
2026-01-29 19:35:26.636379,gemini-1.5-pro,655,7.84,0.0033
2026-01-29 19:35:30.636379,gemini-1.5-pro,1259,19.72,0.0063
2026-01-29 19:38:29.636379,gpt-4o,2742,21.83,0.0411
