Review_ID,True_Label,Predicted_Label,Source
REV-01476,Positive,Positive,Website
REV-01477,Positive,Positive,Mobile App
REV-01478,Positive,Positive,Mobile App
REV-01479,Neutral,Neutral,Mobile App
REV-01480,Positive,Positive,Website
REV-01481,Negative,Negative,Mobile App
REV-01482,Positive,Positive,Website
REV-01483,Negative,Negative,Website
REV-01484,Neutral,Neutral,Mobile App
REV-01485,Neutral,Neutral,Website
REV-01486,Neutral,Negative,Website
REV-01487,Positive,Positive,Website
REV-01488,Neutral,Neutral,Website
REV-01489,Neutral,Neutral,Mobile App
REV-01490,Negative,Negative,Website
REV-01491,Neutral,Neutral,Mobile App
REV-01492,Negative,Negative,Website
REV-01493,Negative,Negative,Website
REV-01494,Positive,Positive,Mobile App
REV-01495,Positive,Positive,Website
REV-01496,Positive,Positive,Website
REV-01497,Neutral,Negative,Website
REV-01498,Neutral,Neutral,Website
REV-01499,Positive,Positive,Website
REV-01500,Positive,Positive,Website
REV-01501,Neutral,Neutral,Mobile App
REV-01502,Negative,Negative,Mobile App
REV-01503,Neutral,Negative,Mobile App
REV-01504,Neutral,Neutral,Website
REV-01505,Neutral,Neutral,Website
REV-01506,Positive,Positive,Website
REV-01507,Positive,Neutral,Mobile App
REV-01508,Positive,Positive,Website
REV-01509,Positive,Positive,Mobile App
REV-01510,Positive,Positive,Website
REV-01511,Positive,Positive,Website
REV-01512,Positive,Neutral,Website
REV-01513,Negative,Negative,Mobile App
REV-01514,Negative,Negative,Website
REV-01515,Negative,Negative,Mobile App
REV-01516,Positive,Positive,Website
REV-01517,Positive,Positive,Website
REV-01518,Negative,Negative,Mobile App
REV-01519,Positive,Neutral,Website
REV-01520,Negative,Neutral,Website
REV-01521,Positive,Positive,Website
REV-01522,Neutral,Positive,Website
REV-01523,Negative,Negative,Mobile App
REV-01524,Neutral,Neutral,Mobile App
REV-01525,Negative,Negative,Website
REV-01526,Negative,Negative,Website
REV-01527,Neutral,Positive,Mobile App
REV-01528,Positive,Positive,Website
REV-01529,Positive,Positive,Mobile App
REV-01530,Neutral,Neutral,Website
REV-01531,Positive,Positive,Mobile App
REV-01532,Positive,Positive,Mobile App
REV-01533,Negative,Negative,Mobile App
REV-01534,Neutral,Neutral,Mobile App
REV-01535,Negative,Negative,Website
REV-01536,Negative,Negative,Website
REV-01537,Positive,Positive,Mobile App
REV-01538,Negative,Negative,Mobile App
REV-01539,Positive,Neutral,Mobile App
REV-01540,Positive,Positive,Mobile App
REV-01541,Negative,Negative,Website
REV-01542,Positive,Positive,Mobile App
REV-01543,Negative,Negative,Mobile App
REV-01544,Positive,Positive,Mobile App
REV-01545,Neutral,Neutral,Mobile App
REV-01546,Positive,Negative,Mobile App
REV-01547,Positive,Positive,Mobile App
REV-01548,Negative,Negative,Mobile App
REV-01549,Positive,Positive,Website
REV-01550,Positive,Positive,Mobile App
REV-01551,Positive,Neutral,Mobile App
REV-01552,Positive,Positive,Mobile App
REV-01553,Positive,Positive,Website
REV-01554,Negative,Negative,Website
REV-01555,Negative,Negative,Website
REV-01556,Positive,Positive,Mobile App
REV-01557,Neutral,Neutral,Mobile App
REV-01558,Positive,Positive,Mobile App
REV-01559,Positive,Positive,Website
REV-01560,Neutral,Neutral,Mobile App
REV-01561,Negative,Negative,Website
REV-01562,Positive,Positive,Website
REV-01563,Negative,Negative,Website
REV-01564,Positive,Positive,Website
REV-01565,Neutral,Positive,Website
REV-01566,Positive,Positive,Mobile App
REV-01567,Negative,Negative,Mobile App
REV-01568,Positive,Positive,Website
REV-01569,Neutral,Positive,Mobile App
REV-01570,Positive,Positive,Mobile App
REV-01571,Negative,Negative,Website
REV-01572,Positive,Positive,Website
REV-01573,Positive,Positive,Mobile App
REV-01574,Negative,Negative,Mobile App
REV-01575,Negative,Negative,Mobile App
REV-01576,Negative,Negative,Mobile App
REV-01577,Positive,Positive,Website
REV-01578,Positive,Positive,Mobile App
REV-01579,Positive,Positive,Website
REV-01580,Negative,Neutral,Website
REV-01581,Neutral,Neutral,Mobile App
REV-01582,Positive,Positive,Mobile App
REV-01583,Neutral,Neutral,Mobile App
REV-01584,Positive,Positive,Website
REV-01585,Negative,Neutral,Website
REV-01586,Positive,Positive,Website
REV-01587,Neutral,Negative,Website
REV-01588,Neutral,Neutral,Mobile App
REV-01589,Positive,Positive,Website
REV-01590,Positive,Positive,Website
REV-01591,Positive,Positive,Mobile App
REV-01592,Negative,Negative,Website
REV-01593,Negative,Negative,Website
REV-01594,Positive,Positive,Mobile App
REV-01595,Positive,Positive,Website
REV-01596,Negative,Negative,Website
REV-01597,Negative,Negative,Website
REV-01598,Negative,Negative,Website
REV-01599,Positive,Positive,Mobile App
REV-01600,Negative,Negative,Website
REV-01601,Neutral,Neutral,Mobile App
REV-01602,Negative,Neutral,Website
REV-01603,Neutral,Neutral,Mobile App
REV-01604,Negative,Negative,Mobile App
REV-01605,Positive,Positive,Mobile App
REV-01606,Negative,Negative,Website
REV-01607,Positive,Positive,Website
REV-01608,Negative,Neutral,Website
REV-01609,Positive,Positive,Mobile App
REV-01610,Positive,Positive,Website
REV-01611,Positive,Neutral,Website
REV-01612,Positive,Positive,Website
REV-01613,Neutral,Negative,Website
REV-01614,Neutral,Neutral,Mobile App
REV-01615,Positive,Positive,Mobile App
REV-01616,Positive,Positive,Website
REV-01617,Positive,Positive,Website
REV-01618,Positive,Positive,Website
REV-01619,Positive,Positive,Mobile App
REV-01620,Neutral,Positive,Website
REV-01621,Negative,Negative,Mobile App
REV-01622,Positive,Positive,Mobile App
REV-01623,Positive,Positive,Website
REV-01624,Negative,Neutral,Website
REV-01625,Positive,Positive,Website
REV-01626,Negative,Negative,Mobile App
REV-01627,Positive,Positive,Mobile App
REV-01628,Negative,Negative,Website
REV-01629,Neutral,Neutral,Mobile App
REV-01630,Positive,Positive,Website
REV-01631,Neutral,Neutral,Website
REV-01632,Positive,Positive,Mobile App
REV-01633,Positive,Positive,Mobile App
REV-01634,Positive,Positive,Mobile App
REV-01635,Negative,Neutral,Mobile App
REV-01636,Neutral,Neutral,Website
REV-01637,Negative,Negative,Website
REV-01638,Positive,Positive,Website
REV-01639,Positive,Positive,Mobile App
REV-01640,Positive,Positive,Website
REV-01641,Positive,Positive,Mobile App
REV-01642,Positive,Positive,Mobile App
REV-01643,Positive,Positive,Mobile App
REV-01644,Negative,Negative,Website
REV-01645,Positive,Positive,Mobile App
REV-01646,Negative,Negative,Mobile App
REV-01647,Positive,Positive,Mobile App
REV-01648,Positive,Positive,Mobile App
REV-01649,Positive,Positive,Mobile App
REV-01650,Negative,Negative,Mobile App
REV-01651,Neutral,Neutral,Mobile App
REV-01652,Negative,Negative,Mobile App
REV-01653,Neutral,Neutral,Mobile App
REV-01654,Negative,Negative,Mobile App
REV-01655,Positive,Positive,Mobile App
REV-01656,Positive,Positive,Mobile App
REV-01657,Neutral,Neutral,Website
REV-01658,Neutral,Neutral,Website
REV-01659,Neutral,Neutral,Mobile App
REV-01660,Positive,Positive,Mobile App
REV-01661,Positive,Positive,Mobile App
REV-01662,Positive,Positive,Website
REV-01663,Neutral,Neutral,Website
REV-01664,Positive,Positive,Website
REV-01665,Positive,Positive,Mobile App
REV-01666,Negative,Negative,Mobile App
REV-01667,Positive,Positive,Mobile App
REV-01668,Negative,Negative,Mobile App
REV-01669,Positive,Positive,Website
REV-01670,Neutral,Neutral,Mobile App
REV-01671,Positive,Positive,Website
REV-01672,Positive,Positive,Website
REV-01673,Positive,Positive,Mobile App
REV-01674,Positive,Positive,Website
REV-01675,Neutral,Positive,Website
REV-01676,Negative,Negative,Website
REV-01677,Neutral,Positive,Website
REV-01678,Negative,Negative,Mobile App
REV-01679,Positive,Positive,Mobile App
REV-01680,Neutral,Neutral,Website
REV-01681,Positive,Positive,Mobile App
REV-01682,Positive,Positive,Website
REV-01683,Positive,Positive,Mobile App
REV-01684,Negative,Negative,Mobile App
REV-01685,Positive,Positive,Mobile App
REV-01686,Positive,Positive,Mobile App
REV-01687,Neutral,Negative,Mobile App
REV-01688,Positive,Positive,Website
REV-01689,Positive,Positive,Mobile App
REV-01690,Negative,Negative,Website
REV-01691,Positive,Positive,Website
REV-01692,Neutral,Neutral,Mobile App
REV-01693,Negative,Negative,Website
REV-01694,Neutral,Neutral,Mobile App
REV-01695,Negative,Neutral,Website
REV-01696,Negative,Negative,Website
REV-01697,Negative,Negative,Mobile App
REV-01698,Positive,Positive,Mobile App
REV-01699,Positive,Positive,Mobile App
REV-01700,Positive,Positive,Mobile App
REV-01701,Neutral,Negative,Website
REV-01702,Neutral,Neutral,Mobile App
REV-01703,Positive,Positive,Website
REV-01704,Neutral,Neutral,Website
REV-01705,Negative,Negative,Website
REV-01706,Positive,Positive,Website
REV-01707,Negative,Negative,Website
REV-01708,Positive,Positive,Website
REV-01709,Positive,Positive,Mobile App
REV-01710,Negative,Negative,Website
REV-01711,Negative,Negative,Website
REV-01712,Positive,Positive,Website
REV-01713,Neutral,Neutral,Mobile App
REV-01714,Negative,Negative,Mobile App
REV-01715,Positive,Positive,Website
REV-01716,Negative,Negative,Mobile App
REV-01717,Positive,Positive,Website
REV-01718,Positive,Positive,Mobile App
REV-01719,Negative,Neutral,Website
REV-01720,Negative,Negative,Mobile App
REV-01721,Negative,Negative,Mobile App
REV-01722,Neutral,Neutral,Mobile App
REV-01723,Negative,Negative,Website
REV-01724,Positive,Positive,Website
REV-01725,Negative,Negative,Website
REV-01726,Positive,Positive,Mobile App
REV-01727,Positive,Positive,Mobile App
REV-01728,Positive,Positive,Website
REV-01729,Positive,Positive,Mobile App
REV-01730,Neutral,Negative,Website
REV-01731,Positive,Neutral,Website
REV-01732,Positive,Positive,Website
REV-01733,Neutral,Positive,Website
REV-01734,Negative,Negative,Mobile App
REV-01735,Positive,Positive,Mobile App
REV-01736,Neutral,Neutral,Mobile App
REV-01737,Negative,Negative,Website
REV-01738,Neutral,Neutral,Mobile App
REV-01739,Neutral,Neutral,Website
REV-01740,Positive,Positive,Website
REV-01741,Positive,Positive,Website
REV-01742,Positive,Neutral,Website
REV-01743,Negative,Positive,Website
REV-01744,Neutral,Neutral,Website
REV-01745,Neutral,Negative,Mobile App
REV-01746,Negative,Negative,Mobile App
REV-01747,Negative,Negative,Mobile App
REV-01748,Positive,Positive,Mobile App
REV-01749,Negative,Negative,Website
REV-01750,Positive,Positive,Website
REV-01751,Negative,Negative,Mobile App
REV-01752,Negative,Negative,Mobile App
REV-01753,Negative,Negative,Mobile App
REV-01754,Positive,Positive,Mobile App
REV-01755,Positive,Positive,Mobile App
REV-01756,Positive,Negative,Mobile App
REV-01757,Neutral,Neutral,Mobile App
REV-01758,Negative,Negative,Mobile App
REV-01759,Positive,Positive,Website
REV-01760,Neutral,Neutral,Website
REV-01761,Positive,Positive,Website
REV-01762,Negative,Negative,Website
REV-01763,Neutral,Neutral,Mobile App
REV-01764,Negative,Negative,Website
REV-01765,Neutral,Positive,Mobile App
REV-01766,Positive,Positive,Website
REV-01767,Neutral,Negative,Mobile App
REV-01768,Neutral,Neutral,Mobile App
REV-01769,Neutral,Neutral,Website
REV-01770,Neutral,Negative,Website
REV-01771,Positive,Positive,Mobile App
REV-01772,Positive,Positive,Mobile App
REV-01773,Positive,Positive,Mobile App
REV-01774,Positive,Positive,Website
REV-01775,Neutral,Neutral,Website
REV-01776,Positive,Negative,Mobile App
REV-01777,Neutral,Neutral,Website
REV-01778,Negative,Negative,Mobile App
REV-01779,Positive,Positive,Website
REV-01780,Negative,Negative,Website
REV-01781,Positive,Positive,Website
REV-01782,Neutral,Neutral,Website
REV-01783,Positive,Positive,Website
REV-01784,Positive,Positive,Mobile App
REV-01785,Positive,Positive,Mobile App
REV-01786,Positive,Positive,Website
REV-01787,Positive,Positive,Mobile App
REV-01788,Negative,Negative,Mobile App
REV-01789,Positive,Positive,Website
REV-01790,Negative,Negative,Mobile App
REV-01791,Positive,Positive,Website
REV-01792,Positive,Neutral,Mobile App
REV-01793,Positive,Positive,Mobile App
REV-01794,Negative,Negative,Mobile App
REV-01795,Negative,Negative,Mobile App
REV-01796,Positive,Positive,Mobile App
REV-01797,Negative,Negative,Mobile App
REV-01798,Negative,Negative,Mobile App
REV-01799,Negative,Negative,Website
REV-01800,Positive,Positive,Website
REV-01801,Positive,Neutral,Website
REV-01802,Neutral,Positive,Website
REV-01803,Negative,Negative,Mobile App
REV-01804,Neutral,Neutral,Mobile App
REV-01805,Positive,Positive,Mobile App
REV-01806,Positive,Neutral,Website
REV-01807,Negative,Neutral,Website
REV-01808,Negative,Negative,Website
REV-01809,Negative,Neutral,Mobile App
REV-01810,Positive,Positive,Website
REV-01811,Positive,Positive,Mobile App
REV-01812,Negative,Negative,Website
REV-01813,Negative,Negative,Mobile App
REV-01814,Negative,Negative,Website
REV-01815,Positive,Positive,Mobile App
REV-01816,Negative,Neutral,Website
REV-01817,Positive,Positive,Website
REV-01818,Positive,Positive,Mobile App
REV-01819,Neutral,Neutral,Mobile App
REV-01820,Negative,Negative,Website
REV-01821,Negative,Negative,Mobile App
REV-01822,Positive,Positive,Website
REV-01823,Positive,Positive,Mobile App
REV-01824,Positive,Positive,Website
REV-01825,Positive,Positive,Mobile App
REV-01826,Negative,Negative,Website
REV-01827,Positive,Positive,Website
REV-01828,Positive,Positive,Website
REV-01829,Negative,Negative,Mobile App
REV-01830,Positive,Positive,Website
REV-01831,Positive,Positive,Mobile App
REV-01832,Positive,Positive,Mobile App
REV-01833,Positive,Positive,Mobile App
REV-01834,Positive,Positive,Website
REV-01835,Positive,Neutral,Mobile App
REV-01836,Negative,Negative,Mobile App
REV-01837,Neutral,Neutral,Mobile App
REV-01838,Positive,Neutral,Website
REV-01839,Negative,Negative,Mobile App
REV-01840,Neutral,Positive,Mobile App
REV-01841,Neutral,Positive,Mobile App
REV-01842,Neutral,Neutral,Mobile App
REV-01843,Positive,Neutral,Website
REV-01844,Positive,Positive,Website
REV-01845,Negative,Negative,Mobile App
REV-01846,Negative,Neutral,Mobile App
REV-01847,Negative,Negative,Mobile App
REV-01848,Positive,Positive,Mobile App
REV-01849,Positive,Positive,Website
REV-01850,Negative,Positive,Website
REV-01851,Positive,Positive,Website
REV-01852,Positive,Positive,Website
REV-01853,Positive,Positive,Mobile App
REV-01854,Positive,Positive,Mobile App
REV-01855,Negative,Negative,Website
REV-01856,Positive,Positive,Website
REV-01857,Neutral,Positive,Mobile App
REV-01858,Positive,Positive,Mobile App
REV-01859,Positive,Positive,Mobile App
REV-01860,Positive,Positive,Mobile App
REV-01861,Positive,Positive,Mobile App
REV-01862,Negative,Negative,Website
REV-01863,Positive,Positive,Website
REV-01864,Positive,Positive,Mobile App
REV-01865,Positive,Positive,Mobile App
REV-01866,Negative,Negative,Website
REV-01867,Negative,Negative,Mobile App
REV-01868,Negative,Negative,Website
REV-01869,Positive,Positive,Website
REV-01870,Positive,Positive,Website
REV-01871,Negative,Negative,Website
REV-01872,Positive,Positive,Mobile App
REV-01873,Positive,Positive,Mobile App
REV-01874,Positive,Positive,Website
REV-01875,Positive,Positive,Mobile App
REV-01876,Positive,Positive,Mobile App
REV-01877,Positive,Positive,Mobile App
REV-01878,Negative,Negative,Mobile App
REV-01879,Positive,Positive,Website
REV-01880,Positive,Positive,Mobile App
REV-01881,Positive,Positive,Website
REV-01882,Positive,Positive,Website
REV-01883,Positive,Positive,Mobile App
REV-01884,Negative,Negative,Website
REV-01885,Neutral,Positive,Mobile App
REV-01886,Negative,Negative,Mobile App
REV-01887,Negative,Negative,Website
REV-01888,Positive,Neutral,Mobile App
REV-01889,Positive,Positive,Website
REV-01890,Negative,Negative,Website
REV-01891,Neutral,Negative,Mobile App
REV-01892,Positive,Positive,Mobile App
REV-01893,Negative,Negative,Mobile App
REV-01894,Positive,Positive,Website
REV-01895,Positive,Neutral,Mobile App
REV-01896,Positive,Positive,Website
REV-01897,Negative,Negative,Website
REV-01898,Neutral,Negative,Mobile App
REV-01899,Positive,Positive,Mobile App
REV-01900,Positive,Negative,Mobile App
REV-01901,Negative,Negative,Website
REV-01902,Positive,Positive,Mobile App
REV-01903,Negative,Negative,Website
REV-01904,Positive,Positive,Mobile App
REV-01905,Negative,Negative,Mobile App
REV-01906,Positive,Positive,Website
REV-01907,Neutral,Neutral,Website
REV-01908,Neutral,Neutral,Mobile App
REV-01909,Negative,Negative,Mobile App
REV-01910,Neutral,Positive,Mobile App
REV-01911,Positive,Positive,Mobile App
REV-01912,Positive,Positive,Mobile App
REV-01913,Neutral,Neutral,Website
REV-01914,Neutral,Neutral,Website
REV-01915,Positive,Positive,Website
REV-01916,Positive,Positive,Website
REV-01917,Positive,Positive,Mobile App
REV-01918,Neutral,Neutral,Website
REV-01919,Neutral,Neutral,Website
REV-01920,Positive,Positive,Website
REV-01921,Negative,Negative,Mobile App
REV-01922,Positive,Positive,Website
REV-01923,Neutral,Positive,Mobile App
REV-01924,Positive,Neutral,Website
REV-01925,Negative,Negative,Mobile App
REV-01926,Positive,Positive,Website
REV-01927,Neutral,Neutral,Mobile App
REV-01928,Positive,Positive,Website
REV-01929,Negative,Neutral,Mobile App
REV-01930,Positive,Positive,Mobile App
REV-01931,Positive,Positive,Website
REV-01932,Positive,Positive,Mobile App
REV-01933,Positive,Positive,Mobile App
REV-01934,Positive,Positive,Website
REV-01935,Positive,Positive,Website
REV-01936,Negative,Neutral,Mobile App
REV-01937,Positive,Positive,Website
REV-01938,Neutral,Neutral,Website
REV-01939,Negative,Negative,Website
REV-01940,Negative,Negative,Mobile App
REV-01941,Neutral,Neutral,Mobile App
REV-01942,Positive,Positive,Mobile App
REV-01943,Positive,Positive,Mobile App
REV-01944,Positive,Positive,Mobile App
REV-01945,Positive,Positive,Mobile App
REV-01946,Neutral,Neutral,Mobile App
REV-01947,Negative,Negative,Website
REV-01948,Neutral,Neutral,Mobile App
REV-01949,Neutral,Neutral,Mobile App
REV-01950,Negative,Negative,Website
REV-01951,Negative,Negative,Website
REV-01952,Positive,Positive,Website
REV-01953,Positive,Positive,Mobile App
REV-01954,Positive,Positive,Website
REV-01955,Positive,Positive,Mobile App
REV-01956,Positive,Positive,Mobile App
REV-01957,Neutral,Neutral,Mobile App
REV-01958,Positive,Positive,Website
REV-01959,Positive,Positive,Website
REV-01960,Negative,Negative,Mobile App
REV-01961,Neutral,Neutral,Mobile App
REV-01962,Positive,Positive,Mobile App
REV-01963,Neutral,Neutral,Website
REV-01964,Positive,Positive,Mobile App
REV-01965,Positive,Positive,Website
REV-01966,Negative,Neutral,Mobile App
REV-01967,Neutral,Neutral,Website
REV-01968,Neutral,Positive,Mobile App
REV-01969,Negative,Negative,Website
REV-01970,Negative,Negative,Website
REV-01971,Positive,Positive,Website
REV-01972,Negative,Negative,Website
REV-01973,Positive,Positive,Website
REV-01974,Negative,Negative,Website
REV-01975,Positive,Positive,Mobile App
REV-01976,Negative,Negative,Mobile App
REV-01977,Neutral,Neutral,Mobile App
REV-01978,Positive,Negative,Mobile App
REV-01979,Positive,Neutral,Website
REV-01980,Negative,Positive,Mobile App
REV-01981,Positive,Positive,Website
REV-01982,Neutral,Neutral,Website
REV-01983,Neutral,Neutral,Website
REV-01984,Negative,Negative,Mobile App
REV-01985,Negative,Negative,Website
REV-01986,Positive,Positive,Mobile App
REV-01987,Neutral,Neutral,Mobile App
REV-01988,Neutral,Neutral,Mobile App
REV-01989,Positive,Positive,Mobile App
REV-01990,Positive,Positive,Mobile App
REV-01991,Negative,Negative,Website
REV-01992,Positive,Positive,Website
REV-01993,Negative,Negative,Mobile App
REV-01994,Positive,Neutral,Website
REV-01995,Positive,Positive,Mobile App
REV-01996,Positive,Positive,Website
REV-01997,Negative,Negative,Website
REV-01998,Negative,Negative,Website
REV-01999,Negative,Negative,Website
REV-02000,Negative,Negative,Website
REV-02001,Negative,Negative,Website
REV-02002,Positive,Positive,Website
REV-02003,Negative,Negative,Website
REV-02004,Negative,Neutral,Website
REV-02005,Positive,Neutral,Website
REV-02006,Neutral,Neutral,Website
REV-02007,Positive,Positive,Website
REV-02008,Negative,Negative,Website
REV-02009,Neutral,Neutral,Mobile App
REV-02010,Negative,Negative,Website
REV-02011,Negative,Negative,Website
REV-02012,Positive,Positive,Website
REV-02013,Negative,Negative,Website
REV-02014,Positive,Positive,Website
REV-02015,Neutral,Neutral,Website
REV-02016,Neutral,Negative,Mobile App
REV-02017,Positive,Positive,Mobile App
REV-02018,Negative,Negative,Mobile App
REV-02019,Positive,Positive,Website
REV-02020,Positive,Positive,Website
REV-02021,Positive,Positive,Website
REV-02022,Positive,Positive,Mobile App
REV-02023,Negative,Negative,Website
REV-02024,Neutral,Positive,Website
REV-02025,Negative,Negative,Mobile App
REV-02026,Positive,Positive,Mobile App
REV-02027,Positive,Neutral,Website
REV-02028,Negative,Negative,Website
REV-02029,Positive,Positive,Website
REV-02030,Negative,Negative,Website
REV-02031,Positive,Positive,Mobile App
REV-02032,Neutral,Neutral,Website
REV-02033,Positive,Positive,Website
REV-02034,Positive,Positive,Mobile App
REV-02035,Neutral,Neutral,Website
REV-02036,Negative,Negative,Website
REV-02037,Negative,Neutral,Mobile App
REV-02038,Negative,Negative,Mobile App
REV-02039,Negative,Neutral,Website
REV-02040,Positive,Positive,Mobile App
REV-02041,Positive,Positive,Mobile App
REV-02042,Positive,Positive,Website
REV-02043,Negative,Negative,Mobile App
REV-02044,Positive,Positive,Website
REV-02045,Positive,Positive,Website
REV-02046,Negative,Negative,Website
REV-02047,Positive,Positive,Website
REV-02048,Positive,Positive,Mobile App
REV-02049,Negative,Negative,Website
REV-02050,Neutral,Neutral,Website
REV-02051,Neutral,Neutral,Website
REV-02052,Negative,Negative,Website
REV-02053,Positive,Neutral,Mobile App
REV-02054,Positive,Positive,Mobile App
REV-02055,Positive,Positive,Mobile App
REV-02056,Neutral,Neutral,Website
REV-02057,Neutral,Neutral,Mobile App
REV-02058,Positive,Positive,Mobile App
REV-02059,Positive,Positive,Website
REV-02060,Negative,Neutral,Mobile App
REV-02061,Positive,Positive,Website
REV-02062,Positive,Positive,Mobile App
REV-02063,Neutral,Neutral,Mobile App
REV-02064,Negative,Negative,Mobile App
REV-02065,Positive,Neutral,Mobile App
REV-02066,Negative,Negative,Website
REV-02067,Negative,Negative,Website
REV-02068,Negative,Neutral,Mobile App
REV-02069,Neutral,Negative,Website
REV-02070,Positive,Positive,Mobile App
REV-02071,Positive,Positive,Mobile App
REV-02072,Negative,Negative,Mobile App
REV-02073,Positive,Neutral,Mobile App
REV-02074,Positive,Positive,Mobile App
REV-02075,Positive,Positive,Mobile App
REV-02076,Negative,Negative,Website
REV-02077,Neutral,Neutral,Website
REV-02078,Positive,Positive,Mobile App
REV-02079,Positive,Positive,Website
REV-02080,Negative,Negative,Mobile App
REV-02081,Negative,Negative,Website
REV-02082,Neutral,Neutral,Website
REV-02083,Positive,Positive,Website
REV-02084,Positive,Positive,Mobile App
REV-02085,Neutral,Neutral,Website
REV-02086,Negative,Negative,Mobile App
REV-02087,Positive,Neutral,Mobile App
REV-02088,Positive,Positive,Mobile App
REV-02089,Neutral,Negative,Website
REV-02090,Positive,Neutral,Website
REV-02091,Positive,Neutral,Website
REV-02092,Negative,Negative,Mobile App
REV-02093,Positive,Positive,Mobile App
REV-02094,Negative,Negative,Website
REV-02095,Positive,Positive,Mobile App
REV-02096,Positive,Positive,Website
REV-02097,Positive,Positive,Website
REV-02098,Positive,Positive,Website
REV-02099,Neutral,Negative,Website
REV-02100,Positive,Positive,Mobile App
REV-02101,Positive,Positive,Website
REV-02102,Negative,Negative,Website
REV-02103,Positive,Positive,Website
REV-02104,Positive,Positive,Website
REV-02105,Neutral,Negative,Website
REV-02106,Positive,Positive,Website
REV-02107,Positive,Neutral,Website
REV-02108,Negative,Negative,Mobile App
REV-02109,Positive,Positive,Mobile App
REV-02110,Negative,Positive,Mobile App
REV-02111,Negative,Neutral,Mobile App
REV-02112,Negative,Negative,Website
REV-02113,Positive,Positive,Mobile App
REV-02114,Positive,Positive,Mobile App
REV-02115,Negative,Negative,Mobile App
REV-02116,Neutral,Neutral,Website
REV-02117,Positive,Positive,Mobile App
REV-02118,Negative,Negative,Mobile App
REV-02119,Positive,Positive,Website
REV-02120,Positive,Positive,Mobile App
REV-02121,Positive,Positive,Website
REV-02122,Positive,Neutral,Mobile App
REV-02123,Neutral,Neutral,Website
REV-02124,Positive,Positive,Mobile App
REV-02125,Positive,Positive,Mobile App
REV-02126,Positive,Positive,Mobile App
REV-02127,Negative,Negative,Website
REV-02128,Positive,Positive,Mobile App
REV-02129,Neutral,Positive,Website
REV-02130,Negative,Negative,Website
REV-02131,Negative,Negative,Website
REV-02132,Positive,Neutral,Website
REV-02133,Positive,Negative,Mobile App
REV-02134,Positive,Positive,Mobile App
REV-02135,Positive,Positive,Mobile App
REV-02136,Negative,Negative,Website
REV-02137,Positive,Neutral,Mobile App
REV-02138,Negative,Negative,Website
REV-02139,Positive,Positive,Website
REV-02140,Positive,Positive,Website
REV-02141,Positive,Positive,Mobile App
REV-02142,Positive,Positive,Mobile App
REV-02143,Neutral,Neutral,Website
REV-02144,Neutral,Neutral,Mobile App
REV-02145,Positive,Positive,Mobile App
REV-02146,Neutral,Neutral,Website
REV-02147,Neutral,Positive,Website
REV-02148,Neutral,Neutral,Mobile App
REV-02149,Positive,Positive,Website
REV-02150,Neutral,Neutral,Website
REV-02151,Negative,Negative,Mobile App
REV-02152,Positive,Positive,Mobile App
REV-02153,Positive,Positive,Website
REV-02154,Negative,Negative,Mobile App
REV-02155,Negative,Negative,Website
REV-02156,Negative,Negative,Website
REV-02157,Neutral,Neutral,Mobile App
REV-02158,Neutral,Neutral,Website
REV-02159,Positive,Positive,Website
REV-02160,Positive,Positive,Website
REV-02161,Positive,Neutral,Mobile App
REV-02162,Neutral,Neutral,Mobile App
REV-02163,Positive,Positive,Mobile App
REV-02164,Neutral,Negative,Website
REV-02165,Positive,Positive,Website
REV-02166,Positive,Positive,Mobile App
REV-02167,Negative,Negative,Mobile App
REV-02168,Positive,Positive,Mobile App
REV-02169,Neutral,Neutral,Website
REV-02170,Positive,Positive,Mobile App
REV-02171,Negative,Negative,Website
REV-02172,Negative,Negative,Mobile App
REV-02173,Positive,Neutral,Website
REV-02174,Negative,Negative,Website
REV-02175,Positive,Positive,Mobile App
REV-02176,Negative,Neutral,Website
REV-02177,Positive,Neutral,Mobile App
REV-02178,Positive,Positive,Website
REV-02179,Positive,Positive,Website
REV-02180,Neutral,Neutral,Mobile App
REV-02181,Negative,Negative,Website
REV-02182,Negative,Negative,Mobile App
REV-02183,Neutral,Positive,Mobile App
REV-02184,Positive,Positive,Mobile App
REV-02185,Positive,Positive,Website
REV-02186,Positive,Positive,Website
REV-02187,Positive,Positive,Website
REV-02188,Positive,Positive,Mobile App
REV-02189,Positive,Positive,Mobile App
REV-02190,Negative,Negative,Website
REV-02191,Positive,Positive,Website
REV-02192,Positive,Positive,Mobile App
REV-02193,Positive,Positive,Website
REV-02194,Negative,Negative,Mobile App
REV-02195,Neutral,Neutral,Website
REV-02196,Neutral,Neutral,Mobile App
REV-02197,Positive,Neutral,Website
REV-02198,Positive,Positive,Website
REV-02199,Neutral,Neutral,Mobile App
REV-02200,Positive,Positive,Mobile App
REV-02201,Negative,Positive,Mobile App
REV-02202,Neutral,Neutral,Website
REV-02203,Negative,Negative,Mobile App
REV-02204,Positive,Positive,Mobile App
REV-02205,Positive,Positive,Website
REV-02206,Negative,Negative,Mobile App
REV-02207,Positive,Positive,Mobile App
REV-02208,Negative,Neutral,Mobile App
REV-02209,Positive,Positive,Website
REV-02210,Positive,Positive,Website
REV-02211,Positive,Positive,Website
REV-02212,Negative,Negative,Mobile App
REV-02213,Positive,Positive,Website
REV-02214,Positive,Positive,Mobile App
